ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry;CustomerID;CustomerName;Address;City;Region;PostalCode;Country;Salesperson;OrderID;OrderDate;RequiredDate;ShippedDate;ShipperName;ProductID;ProductName;UnitPrice;Quantity;Discount;ExtendedPrice;Freight
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Janet Leverling;10283;8/16/1996;9/13/1996;8/23/1996;Federal Shipping;15;Genen Shouyu;12.4;20;0;248;84.81
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Janet Leverling;10283;8/16/1996;9/13/1996;8/23/1996;Federal Shipping;19;Teatime Chocolate Biscuits;7.3;18;0;131.4;84.81
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Janet Leverling;10283;8/16/1996;9/13/1996;8/23/1996;Federal Shipping;60;Camembert Pierrot;27.2;35;0;952;84.81
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Janet Leverling;10283;8/16/1996;9/13/1996;8/23/1996;Federal Shipping;72;Mozzarella di Giovanni;27.8;3;0;83.4;84.81
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Margaret Peacock;10284;8/19/1996;9/16/1996;8/27/1996;Speedy Express;27;Schoggi Schokolade;35.1;15;0.25;394.88;76.56
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Margaret Peacock;10284;8/19/1996;9/16/1996;8/27/1996;Speedy Express;44;Gula Malacca;15.5;21;0;325.5;76.56
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Margaret Peacock;10284;8/19/1996;9/16/1996;8/27/1996;Speedy Express;60;Camembert Pierrot;27.2;20;0.25;408;76.56
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Margaret Peacock;10284;8/19/1996;9/16/1996;8/27/1996;Speedy Express;67;Laughing Lumberjack Lager;11.2;5;0.25;42;76.56
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Nancy Davolio;10285;8/20/1996;9/17/1996;8/26/1996;United Package;1;Chai;14.4;45;0.2;518.4;76.83
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Nancy Davolio;10285;8/20/1996;9/17/1996;8/26/1996;United Package;40;Boston Crab Meat;14.7;40;0.2;470.4;76.83
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Nancy Davolio;10285;8/20/1996;9/17/1996;8/26/1996;United Package;53;Perth Pasties;26.2;36;0.2;754.56;76.83
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Laura Callahan;10286;8/21/1996;9/18/1996;8/30/1996;Federal Shipping;35;Steeleye Stout;14.4;100;0;1440;229.24
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Laura Callahan;10286;8/21/1996;9/18/1996;8/30/1996;Federal Shipping;62;Tarte au sucre;39.4;40;0;1576;229.24
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Laura Callahan;10287;8/22/1996;9/19/1996;8/28/1996;Federal Shipping;16;Pavlova;13.9;40;0.15000001;472.6;12.76
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Laura Callahan;10287;8/22/1996;9/19/1996;8/28/1996;Federal Shipping;34;Sasquatch Ale;11.2;20;0;224;12.76
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Laura Callahan;10287;8/22/1996;9/19/1996;8/28/1996;Federal Shipping;46;Spegesild;9.6;15;0.15000001;122.4;12.76
Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy;REGGC;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy;Margaret Peacock;10288;8/23/1996;9/20/1996;9/3/1996;Speedy Express;54;Tourti�re;5.9;10;0.1;53.1;7.45
Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy;REGGC;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy;Margaret Peacock;10288;8/23/1996;9/20/1996;9/3/1996;Speedy Express;68;Scottish Longbreads;10;3;0.1;27;7.45
B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK;BSBEV;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK;Robert King;10289;8/26/1996;9/23/1996;8/28/1996;Federal Shipping;3;Aniseed Syrup;8;30;0;240;22.77
B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK;BSBEV;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK;Robert King;10289;8/26/1996;9/23/1996;8/28/1996;Federal Shipping;64;Wimmers gute Semmelkn�del;26.6;9;0;239.4;22.77
Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;COMMI;Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;Laura Callahan;10290;8/27/1996;9/24/1996;9/3/1996;Speedy Express;5;Chef Anton's Gumbo Mix;17;20;0;340;79.7
Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;COMMI;Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;Laura Callahan;10290;8/27/1996;9/24/1996;9/3/1996;Speedy Express;29;Th�ringer Rostbratwurst;99;15;0;1485;79.7
Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;COMMI;Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;Laura Callahan;10290;8/27/1996;9/24/1996;9/3/1996;Speedy Express;49;Maxilaku;16;15;0;240;79.7
Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;COMMI;Com�rcio Mineiro;"Av. dos Lus�adas, 23";Sao Paulo;SP;05432-043;Brazil;Laura Callahan;10290;8/27/1996;9/24/1996;9/3/1996;Speedy Express;77;Original Frankfurter gr�ne So�e;10.4;10;0;104;79.7
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Michael Suyama;10291;8/27/1996;9/24/1996;9/4/1996;United Package;13;Konbu;4.8;20;0.1;86.4;6.4
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Michael Suyama;10291;8/27/1996;9/24/1996;9/4/1996;United Package;44;Gula Malacca;15.5;24;0.1;334.8;6.4
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Michael Suyama;10291;8/27/1996;9/24/1996;9/4/1996;United Package;51;Manjimup Dried Apples;42.4;2;0.1;76.32;6.4
Tradi�ao Hipermercados;"Av. In�s de Castro, 414";Sao Paulo;SP;05634-030;Brazil;TRADH;Tradi��o Hipermercados;"Av. In�s de Castro, 414";Sao Paulo;SP;05634-030;Brazil;Nancy Davolio;10292;8/28/1996;9/25/1996;9/2/1996;United Package;20;Sir Rodney's Marmalade;64.8;20;0;1296;1.35
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10293;8/29/1996;9/26/1996;9/11/1996;Federal Shipping;18;Carnarvon Tigers;50;12;0;600;21.18
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10293;8/29/1996;9/26/1996;9/11/1996;Federal Shipping;24;Guaran� Fant�stica;3.6;10;0;36;21.18
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10293;8/29/1996;9/26/1996;9/11/1996;Federal Shipping;63;Vegie-spread;35.1;5;0;175.5;21.18
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10293;8/29/1996;9/26/1996;9/11/1996;Federal Shipping;75;Rh�nbr�u Klosterbier;6.2;6;0;37.2;21.18
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Margaret Peacock;10294;8/30/1996;9/27/1996;9/5/1996;United Package;1;Chai;14.4;18;0;259.2;147.26
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Margaret Peacock;10294;8/30/1996;9/27/1996;9/5/1996;United Package;17;Alice Mutton;31.2;15;0;468;147.26
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Margaret Peacock;10294;8/30/1996;9/27/1996;9/5/1996;United Package;43;Ipoh Coffee;36.8;15;0;552;147.26
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Margaret Peacock;10294;8/30/1996;9/27/1996;9/5/1996;United Package;60;Camembert Pierrot;27.2;21;0;571.2;147.26
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Margaret Peacock;10294;8/30/1996;9/27/1996;9/5/1996;United Package;75;Rh�nbr�u Klosterbier;6.2;6;0;37.2;147.26
Vins et alcools Chevalier;59 rue de l'Abbaye;Reims;;51100;France;VINET;Vins et alcools Chevalier;59 rue de l'Abbaye;Reims;;51100;France;Andrew Fuller;10295;9/2/1996;9/30/1996;9/10/1996;United Package;56;Gnocchi di nonna Alice;30.4;4;0;121.6;1.15
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Michael Suyama;10296;9/3/1996;10/1/1996;9/11/1996;Speedy Express;11;Queso Cabrales;16.8;12;0;201.6;0.12
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Michael Suyama;10296;9/3/1996;10/1/1996;9/11/1996;Speedy Express;16;Pavlova;13.9;30;0;417;0.12
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Michael Suyama;10296;9/3/1996;10/1/1996;9/11/1996;Speedy Express;69;Gudbrandsdalsost;28.8;15;0;432;0.12
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Steven Buchanan;10297;9/4/1996;10/16/1996;9/10/1996;United Package;39;Chartreuse verte;14.4;60;0;864;5.74
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Steven Buchanan;10297;9/4/1996;10/16/1996;9/10/1996;United Package;72;Mozzarella di Giovanni;27.8;20;0;556;5.74
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Michael Suyama;10298;9/5/1996;10/3/1996;9/11/1996;United Package;2;Chang;15.2;40;0;608;168.22
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Michael Suyama;10298;9/5/1996;10/3/1996;9/11/1996;United Package;36;Inlagd Sill;15.2;40;0.25;456;168.22
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Michael Suyama;10298;9/5/1996;10/3/1996;9/11/1996;United Package;59;Raclette Courdavault;44;30;0.25;990;168.22
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Michael Suyama;10298;9/5/1996;10/3/1996;9/11/1996;United Package;62;Tarte au sucre;39.4;15;0;591;168.22
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Margaret Peacock;10299;9/6/1996;10/4/1996;9/13/1996;United Package;19;Teatime Chocolate Biscuits;7.3;15;0;109.5;29.76
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Margaret Peacock;10299;9/6/1996;10/4/1996;9/13/1996;United Package;70;Outback Lager;12;20;0;240;29.76
Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;MAGAA;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;Andrew Fuller;10300;9/9/1996;10/7/1996;9/18/1996;United Package;66;Louisiana Hot Spiced Okra;13.6;30;0;408;17.68
Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;MAGAA;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy;Andrew Fuller;10300;9/9/1996;10/7/1996;9/18/1996;United Package;68;Scottish Longbreads;10;20;0;200;17.68
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Laura Callahan;10301;9/9/1996;10/7/1996;9/17/1996;United Package;40;Boston Crab Meat;14.7;10;0;147;45.08
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Laura Callahan;10301;9/9/1996;10/7/1996;9/17/1996;United Package;56;Gnocchi di nonna Alice;30.4;20;0;608;45.08
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Margaret Peacock;10302;9/10/1996;10/8/1996;10/9/1996;United Package;17;Alice Mutton;31.2;40;0;1248;6.27
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Margaret Peacock;10302;9/10/1996;10/8/1996;10/9/1996;United Package;28;R�ssle Sauerkraut;36.4;28;0;1019.2;6.27
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Margaret Peacock;10302;9/10/1996;10/8/1996;10/9/1996;United Package;43;Ipoh Coffee;36.8;12;0;441.6;6.27
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Robert King;10303;9/11/1996;10/9/1996;9/18/1996;United Package;40;Boston Crab Meat;14.7;40;0.1;529.2;107.83
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Robert King;10303;9/11/1996;10/9/1996;9/18/1996;United Package;65;Louisiana Fiery Hot Pepper Sauce;16.8;30;0.1;453.6;107.83
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Robert King;10303;9/11/1996;10/9/1996;9/18/1996;United Package;68;Scottish Longbreads;10;15;0.1;135;107.83
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10304;9/12/1996;10/10/1996;9/17/1996;United Package;49;Maxilaku;16;30;0;480;63.79
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10304;9/12/1996;10/10/1996;9/17/1996;United Package;59;Raclette Courdavault;44;10;0;440;63.79
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Nancy Davolio;10304;9/12/1996;10/10/1996;9/17/1996;United Package;71;Flotemysost;17.2;2;0;34.4;63.79
Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;OLDWO;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;Laura Callahan;10305;9/13/1996;10/11/1996;10/9/1996;Federal Shipping;18;Carnarvon Tigers;50;25;0.1;1125;257.62
Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;OLDWO;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;Laura Callahan;10305;9/13/1996;10/11/1996;10/9/1996;Federal Shipping;29;Th�ringer Rostbratwurst;99;25;0.1;2227.5;257.62
Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;OLDWO;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA;Laura Callahan;10305;9/13/1996;10/11/1996;10/9/1996;Federal Shipping;39;Chartreuse verte;14.4;30;0.1;388.8;257.62
Romero y tomillo;"Gran V�a, 1";Madrid;;28001;Spain;ROMEY;Romero y tomillo;"Gran V�a, 1";Madrid;;28001;Spain;Nancy Davolio;10306;9/16/1996;10/14/1996;9/23/1996;Federal Shipping;30;Nord-Ost Matjeshering;20.7;10;0;207;7.56
Romero y tomillo;"Gran V�a, 1";Madrid;;28001;Spain;ROMEY;Romero y tomillo;"Gran V�a, 1";Madrid;;28001;Spain;Nancy Davolio;10306;9/16/1996;10/14/1996;9/23/1996;Federal Shipping;53;Perth Pasties;26.2;10;0;262;7.56
Romero y tomillo;"Gran V�a, 1";Madrid;;28001;Spain;ROMEY;Romero y tomillo;"Gran V�a, 1";Madrid;;28001;Spain;Nancy Davolio;10306;9/16/1996;10/14/1996;9/23/1996;Federal Shipping;54;Tourti�re;5.9;5;0;29.5;7.56
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Andrew Fuller;10307;9/17/1996;10/15/1996;9/25/1996;United Package;62;Tarte au sucre;39.4;10;0;394;0.56
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Andrew Fuller;10307;9/17/1996;10/15/1996;9/25/1996;United Package;68;Scottish Longbreads;10;3;0;30;0.56
Ana Trujillo Emparedados y helados;Avda. de la Constituci�n 2222;M�xico D.F.;;5021;Mexico;ANATR;Ana Trujillo Emparedados y helados;Avda. de la Constituci�n 2222;M�xico D.F.;;5021;Mexico;Robert King;10308;9/18/1996;10/16/1996;9/24/1996;Federal Shipping;69;Gudbrandsdalsost;28.8;1;0;28.8;1.61
Ana Trujillo Emparedados y helados;Avda. de la Constituci�n 2222;M�xico D.F.;;5021;Mexico;ANATR;Ana Trujillo Emparedados y helados;Avda. de la Constituci�n 2222;M�xico D.F.;;5021;Mexico;Robert King;10308;9/18/1996;10/16/1996;9/24/1996;Federal Shipping;70;Outback Lager;12;5;0;60;1.61
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Janet Leverling;10309;9/19/1996;10/17/1996;10/23/1996;Speedy Express;4;Chef Anton's Cajun Seasoning;17.6;20;0;352;47.3
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Janet Leverling;10309;9/19/1996;10/17/1996;10/23/1996;Speedy Express;6;Grandma's Boysenberry Spread;20;30;0;600;47.3
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Janet Leverling;10309;9/19/1996;10/17/1996;10/23/1996;Speedy Express;42;Singaporean Hokkien Fried Mee;11.2;2;0;22.4;47.3
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Janet Leverling;10309;9/19/1996;10/17/1996;10/23/1996;Speedy Express;43;Ipoh Coffee;36.8;20;0;736;47.3
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Janet Leverling;10309;9/19/1996;10/17/1996;10/23/1996;Speedy Express;71;Flotemysost;17.2;3;0;51.6;47.3
The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA;THEBI;The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA;Laura Callahan;10310;9/20/1996;10/18/1996;9/27/1996;United Package;16;Pavlova;13.9;10;0;139;17.52
The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA;THEBI;The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA;Laura Callahan;10310;9/20/1996;10/18/1996;9/27/1996;United Package;62;Tarte au sucre;39.4;5;0;197;17.52
Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;DUMON;Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;Nancy Davolio;10311;9/20/1996;10/4/1996;9/26/1996;Federal Shipping;42;Singaporean Hokkien Fried Mee;11.2;6;0;67.2;24.69
Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;DUMON;Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;Nancy Davolio;10311;9/20/1996;10/4/1996;9/26/1996;Federal Shipping;69;Gudbrandsdalsost;28.8;7;0;201.6;24.69
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Andrew Fuller;10312;9/23/1996;10/21/1996;10/3/1996;United Package;28;R�ssle Sauerkraut;36.4;4;0;145.6;40.26
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Andrew Fuller;10312;9/23/1996;10/21/1996;10/3/1996;United Package;43;Ipoh Coffee;36.8;24;0;883.2;40.26
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Andrew Fuller;10312;9/23/1996;10/21/1996;10/3/1996;United Package;53;Perth Pasties;26.2;20;0;524;40.26
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Andrew Fuller;10312;9/23/1996;10/21/1996;10/3/1996;United Package;75;Rh�nbr�u Klosterbier;6.2;10;0;62;40.26
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Andrew Fuller;10313;9/24/1996;10/22/1996;10/4/1996;United Package;36;Inlagd Sill;15.2;12;0;182.4;1.96
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Nancy Davolio;10314;9/25/1996;10/23/1996;10/4/1996;United Package;32;Mascarpone Fabioli;25.6;40;0.1;921.6;74.16
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Nancy Davolio;10314;9/25/1996;10/23/1996;10/4/1996;United Package;58;Escargots de Bourgogne;10.6;30;0.1;286.2;74.16
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Nancy Davolio;10314;9/25/1996;10/23/1996;10/4/1996;United Package;62;Tarte au sucre;39.4;25;0.1;886.5;74.16
